,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_REGISTRATION,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN,fe_ONLY_HWT_CUSTOMER,fe_WP_INACTIVE_SUB,fe_WP_BASIC_SUB,fe_WP_PREMIUM_SUB
1102,3417.0,1,144,4,10,3,118.2,1,3,0,1,5,2,7,0,2,0,0,20.0,169.8,5,1,4,9,615,0,0.027777777777777776,0.07614213197969542,1,protonmail,personal_domain,0,1,0,0
1103,1750.0,1,79,8,5,4,212.72,1,3,0,1,6,2,10,2,1,1,1,20.0,144.6,4,1,3,11,0,0,0.10126582278481013,0.05171116961263633,1,merck,professional_domain,0,1,0,0
1104,1191.0,1,33,6,4,7,78.28,1,1,0,0,6,2,49,0,0,1,0,20.0,165.6,6,0,3,14,0,0,0.18181818181818185,0.17884517118037813,0,microsoft,professional_domain,0,0,1,0
1105,1300.0,1,120,6,6,4,84.0,1,0,0,0,5,1,40,0,1,0,0,20.0,89.9,3,0,2,15,89,0,0.05,0.17857142857142858,0,gmail,personal_domain,0,0,0,1
1106,1345.0,1,47,6,3,9,90.23,1,1,0,1,5,1,8,5,1,1,0,20.0,100.8,4,0,2,18,0,1,0.1276595744680851,0.19949019173223986,1,microsoft,professional_domain,0,1,0,0
1107,3000.0,1,76,3,8,10,115.28,1,1,0,1,6,2,44,0,2,0,0,10.0,163.4,5,1,4,9,248,0,0.03947368421052632,0.07807078417765441,0,caterpillar,professional_domain,0,0,1,0
1108,2719.5,1,94,9,5,9,114.0,1,1,0,1,6,1,5,2,2,0,0,20.0,216.1,6,1,3,13,227,0,0.09574468085106384,0.11403508771929825,1,msn,junk_domain,0,1,0,0
1110,1840.0,1,102,3,7,8,103.0,1,1,0,0,6,1,8,0,1,1,1,10.0,249.5,8,1,3,13,0,0,0.029411764705882356,0.1262135922330097,1,me,junk_domain,0,1,0,0
1111,1550.0,1,35,5,6,7,75.31,1,2,0,1,7,1,5,1,4,0,0,20.0,126.9,4,1,2,16,0,0,0.14285714285714285,0.21245518523436466,1,protonmail,personal_domain,0,1,0,0
1112,5625.0,1,412,4,9,2,146.2,1,2,0,0,4,1,3,0,6,1,0,20.0,323.8,7,1,4,8,579,0,0.009708737864077669,0.054719562243502065,1,protonmail,personal_domain,0,1,0,0
1114,1570.0,1,113,3,6,2,115.8,1,1,0,1,5,2,8,0,6,1,0,0.0,160.1,5,1,3,13,206,0,0.02654867256637168,0.11226252158894648,1,jpmorgan,professional_domain,0,1,0,0
1115,1680.0,1,120,6,7,4,176.71,1,1,0,0,5,1,9,0,10,1,1,0.0,174.2,6,1,3,15,0,0,0.05,0.08488483956765322,1,unitedtech,professional_domain,0,1,0,0
1116,1430.0,1,84,5,5,1,59.05,1,2,0,0,7,1,22,0,6,0,0,0.0,134.7,4,0,3,12,0,0,0.05952380952380953,0.20321761219305676,0,yahoo,personal_domain,0,0,0,1
1117,1850.0,1,57,5,7,5,281.98,1,2,0,1,6,2,51,0,3,0,0,0.0,212.6,5,0,3,12,0,0,0.08771929824561403,0.04255620966025959,0,protonmail,personal_domain,0,0,1,0
1118,1805.0,1,51,8,6,2,143.12,1,0,0,1,6,2,13,6,1,0,0,20.0,115.2,4,1,3,13,86,0,0.1568627450980392,0.09083286752375627,1,protonmail,personal_domain,0,0,0,1
1122,2509.5,1,51,7,6,2,311.7,1,1,1,1,5,2,4,0,3,0,0,20.0,165.6,5,2,3,11,112,0,0.13725490196078433,0.03529034327879371,1,yahoo,personal_domain,0,1,0,0
1124,4850.0,1,186,3,8,3,132.18,1,0,0,1,6,2,51,0,5,0,0,20.0,314.0,9,2,4,9,860,0,0.016129032258064516,0.06808896958692691,0,protonmail,personal_domain,0,0,0,1
1126,1259.0,1,69,5,6,8,89.0,1,0,0,1,6,1,9,1,3,1,0,10.0,102.7,4,0,2,17,0,0,0.07246376811594203,0.19101123595505615,1,protonmail,personal_domain,0,1,0,0
1127,1668.0,1,42,3,7,6,123.0,1,1,0,1,6,1,52,8,2,1,1,10.0,157.0,3,1,3,13,187,0,0.07142857142857142,0.10569105691056913,0,msn,junk_domain,0,0,1,0
1129,2661.0,1,88,2,6,7,128.6,1,2,0,1,4,1,35,0,1,0,0,0.0,232.2,6,1,3,13,0,0,0.022727272727272728,0.1010886469673406,0,unitedtech,professional_domain,0,0,1,0
1130,2850.0,1,241,8,7,4,94.78,1,1,0,1,5,1,1,0,5,0,0,10.0,146.8,4,1,4,10,0,0,0.03319502074688797,0.10550749103186326,1,exxon,professional_domain,0,1,0,0
1131,1175.0,1,109,9,6,3,84.0,1,4,0,1,5,1,9,1,4,0,0,20.0,92.5,3,0,2,18,0,0,0.08256880733944955,0.21428571428571427,1,protonmail,personal_domain,0,1,0,0
1133,1445.0,1,87,4,8,1,112.79,1,2,0,1,6,1,39,0,1,0,0,10.0,107.4,4,1,2,16,0,0,0.045977011494252866,0.1418565475662736,0,gmail,personal_domain,0,0,1,0
1134,3075.0,1,69,9,9,2,124.04,1,0,0,1,5,2,4,0,6,1,0,10.0,204.2,6,1,4,12,306,0,0.13043478260869565,0.09674298613350532,1,passport,junk_domain,0,1,0,0
1136,1390.0,1,36,8,3,3,88.16,1,2,0,1,6,1,36,0,1,1,0,0.0,112.1,3,0,3,14,0,0,0.2222222222222222,0.1588021778584392,0,protonmail,personal_domain,0,0,1,0
1137,2775.0,1,238,7,5,8,120.92,1,0,0,1,6,1,13,4,6,0,0,10.0,182.3,4,0,3,12,0,0,0.029411764705882356,0.09923916639100233,1,gmail,personal_domain,0,1,0,0
1138,1649.0,1,118,4,5,8,54.0,1,0,0,1,5,1,8,0,6,0,0,20.0,167.2,4,1,2,18,0,0,0.03389830508474576,0.3333333333333333,1,travelers,professional_domain,0,1,0,0
1140,2800.0,1,48,1,8,10,56.0,0,1,0,1,5,1,4,0,2,1,1,10.0,175.0,5,0,2,17,0,0,0.02083333333333333,0.3035714285714285,1,visa,professional_domain,0,1,0,0
1142,4170.0,1,218,6,9,2,129.2,1,1,0,1,5,1,25,6,4,0,0,10.0,268.7,8,2,4,10,150,0,0.027522935779816515,0.07739938080495358,0,protonmail,personal_domain,0,1,0,0
1143,1520.0,1,40,4,6,9,113.93,1,2,0,0,5,2,5,4,3,1,1,10.0,162.0,5,0,3,13,263,1,0.1,0.11410515228649168,1,gmail,personal_domain,0,1,0,0
1144,1760.0,1,93,9,9,6,77.5,1,3,0,1,6,2,15,0,3,0,0,0.0,141.4,4,1,3,14,0,0,0.0967741935483871,0.18064516129032254,0,gmail,personal_domain,0,1,0,0
1147,3000.0,1,65,8,8,10,43.11,1,3,0,1,5,2,2,2,1,1,0,20.0,164.6,3,1,3,11,174,0,0.12307692307692307,0.25516121549524473,1,protonmail,personal_domain,0,1,0,0
1149,1750.0,1,43,9,6,4,96.0,1,4,0,0,6,1,2,0,4,0,0,0.0,169.1,3,0,3,14,0,1,0.20930232558139536,0.14583333333333334,1,passport,junk_domain,0,1,0,0
1151,2602.5,1,55,7,8,1,93.87,0,0,1,1,5,1,43,0,4,1,0,20.0,159.5,4,1,4,11,226,0,0.12727272727272726,0.11718333865984873,0,protonmail,personal_domain,0,0,1,0
1153,5761.875,1,59,1,8,9,29.0,1,1,0,0,7,2,43,0,3,0,0,0.0,178.0,4,1,3,12,0,0,0.01694915254237288,0.4137931034482759,0,unitedhealth,professional_domain,0,0,1,0
1154,3679.5,1,84,3,10,10,113.63,1,0,0,0,5,1,11,0,0,1,0,0.0,153.7,6,0,4,12,258,0,0.03571428571428571,0.10560591393118016,1,hotmail,junk_domain,0,1,0,0
1155,1350.0,1,43,8,4,5,88.04,1,3,0,1,5,1,14,7,1,0,0,20.0,198.1,5,2,3,14,0,0,0.18604651162790695,0.15901862789641072,1,protonmail,personal_domain,0,0,0,1
1156,2707.5,1,98,6,8,3,132.74,1,0,0,0,6,2,7,0,1,0,0,20.0,228.8,6,2,3,14,283,0,0.061224489795918366,0.10546933855657677,1,me,junk_domain,0,1,0,0
1157,1200.0,1,51,5,7,4,83.5,1,0,0,1,5,1,4,0,6,0,0,0.0,120.2,4,0,2,17,0,0,0.09803921568627452,0.20359281437125748,1,jpmorgan,professional_domain,0,1,0,0
1160,1431.0,1,29,9,5,10,95.16,1,5,0,1,5,2,50,2,2,1,0,10.0,107.6,3,1,3,13,176,0,0.3103448275862069,0.1366120218579235,0,aol,junk_domain,0,0,1,0
1163,1533.0,1,36,3,3,4,77.18,1,1,0,1,5,2,9,2,3,0,0,0.0,122.4,4,2,3,13,275,0,0.08333333333333333,0.1684374190204716,1,jpmorgan,professional_domain,0,0,0,1
1165,1500.0,1,102,2,6,7,110.5,1,0,1,1,5,1,1,8,10,1,0,0.0,174.0,6,1,3,14,0,0,0.0196078431372549,0.12669683257918551,1,gmail,personal_domain,0,1,0,0
1167,1200.0,1,112,3,7,7,64.0,0,7,0,1,5,2,7,5,0,0,0,10.0,102.7,3,1,1,15,0,0,0.026785714285714284,0.234375,1,gmail,personal_domain,0,1,0,0
1168,2432.5,1,50,1,6,7,57.0,1,2,0,1,5,2,46,3,7,1,1,0.0,119.6,4,1,2,16,74,0,0.02,0.2807017543859649,0,yahoo,personal_domain,0,0,1,0
1169,1350.0,1,137,3,4,3,77.64,0,2,1,0,6,1,24,0,6,1,1,10.0,98.0,4,0,3,13,153,0,0.021897810218978103,0.16743946419371458,0,protonmail,personal_domain,0,1,0,0
1170,1510.0,1,110,3,7,2,37.82,1,1,0,1,6,1,49,3,0,0,0,10.0,120.0,2,0,3,11,0,0,0.027272727272727268,0.2908514013749339,0,gmail,personal_domain,0,0,1,0
1171,3279.0,1,58,8,10,6,144.87,0,0,0,1,5,1,18,0,0,0,0,10.0,150.6,4,1,3,13,284,0,0.13793103448275862,0.08973562504314213,0,hotmail,junk_domain,0,0,0,1
1172,2063.0,1,57,3,6,8,78.6,1,4,0,1,5,2,12,0,1,1,0,10.0,134.4,6,0,5,6,200,0,0.05263157894736842,0.07633587786259542,1,passport,junk_domain,0,0,0,1
1173,1819.0,1,72,3,5,10,141.85,1,2,0,1,5,2,25,0,4,1,1,0.0,142.9,5,2,3,15,85,0,0.04166666666666666,0.10574550581600282,0,yahoo,personal_domain,0,0,1,0
1175,2135.0,1,64,3,6,1,51.2,1,0,1,1,6,2,17,0,2,0,0,10.0,133.8,4,0,3,13,0,0,0.046875,0.25390625,0,disney,professional_domain,0,0,0,1
1177,2752.5,1,61,3,6,10,117.02,1,0,0,1,5,2,14,4,0,0,0,0.0,144.0,5,1,3,15,206,0,0.049180327868852465,0.1281832165441805,1,yahoo,personal_domain,0,0,0,1
1178,1770.0,1,41,2,5,7,110.12,1,0,0,1,5,1,38,4,4,0,0,10.0,135.7,3,1,2,17,84,0,0.04878048780487805,0.1543770432255721,0,disney,professional_domain,0,0,1,0
1179,1505.0,1,16,1,12,5,14.26,1,0,0,1,6,1,52,0,1,0,0,10.0,63.0,1,0,2,18,0,0,0.0625,1.262272089761571,0,nike,professional_domain,0,0,1,0
1181,2075.0,1,70,5,9,10,53.3,1,1,0,0,5,2,34,0,2,0,0,0.0,155.0,3,0,3,13,0,0,0.07142857142857142,0.2439024390243903,0,boeing,professional_domain,0,0,1,0
1182,3487.5,1,100,5,8,3,29.8,1,1,0,1,5,2,13,0,4,0,0,10.0,300.5,7,1,4,8,0,0,0.05,0.2684563758389262,1,gmail,personal_domain,0,1,0,0
1185,4575.0,1,228,6,9,2,115.78,1,0,0,1,6,2,7,0,2,0,0,10.0,173.6,5,1,4,8,302,0,0.02631578947368421,0.0690965624460183,1,caterpillar,professional_domain,0,1,0,0
1186,2581.25,1,39,1,5,8,46.0,1,2,1,1,6,1,45,0,0,0,0,0.0,125.6,4,0,2,16,0,0,0.02564102564102564,0.3478260869565217,0,live,junk_domain,0,0,1,0
1187,1450.0,1,76,6,5,10,104.82,1,0,0,1,5,1,6,0,2,0,0,10.0,113.8,4,0,2,15,63,0,0.07894736842105263,0.14310246136233545,1,passport,junk_domain,0,1,0,0
1188,1130.0,1,113,2,7,4,82.8,1,1,0,1,5,0,8,2,0,1,0,10.0,79.3,2,0,2,18,0,0,0.017699115044247787,0.21739130434782608,1,aol,junk_domain,0,1,0,0
1190,2095.0,1,74,3,8,2,80.93,1,3,0,1,6,1,3,9,2,0,0,0.0,206.8,6,1,2,14,0,0,0.040540540540540536,0.17298900284196214,1,live,junk_domain,0,1,0,0
1191,1400.0,1,63,3,6,10,120.55,1,2,0,1,5,1,6,3,0,1,0,0.0,148.2,5,0,2,15,0,0,0.047619047619047616,0.1244296972210701,1,hotmail,junk_domain,0,1,0,0
1192,1080.0,1,13,6,11,3,88.84,1,0,0,1,6,1,12,0,1,0,0,10.0,151.0,5,1,2,16,0,0,0.4615384615384616,0.18009905447996394,1,live,junk_domain,0,0,1,0
1193,4800.0,1,174,3,9,2,151.92,1,3,0,0,5,1,29,2,3,1,1,0.0,174.6,5,2,4,9,160,0,0.017241379310344827,0.05924170616113745,0,protonmail,personal_domain,0,1,0,0
1194,2565.0,1,53,8,9,9,113.58,1,2,0,0,6,1,12,0,2,1,0,10.0,156.4,4,0,4,11,212,0,0.1509433962264151,0.09684803662616658,1,apple,professional_domain,0,0,0,1
1195,1430.0,1,146,5,4,1,93.0,1,0,0,0,6,2,4,3,3,0,0,10.0,156.8,5,0,3,15,0,0,0.03424657534246575,0.16129032258064516,1,protonmail,personal_domain,0,1,0,0
1197,1530.0,1,78,3,7,6,115.32,1,2,0,1,4,1,37,0,9,1,0,10.0,111.8,4,0,2,16,0,0,0.038461538461538464,0.1387443635102324,0,mcdonalds,professional_domain,0,0,1,0
1198,4192.5,1,69,5,10,6,43.19,1,1,0,1,6,1,1,0,1,0,0,0.0,170.9,3,1,3,15,60,0,0.07246376811594203,0.3473026163463765,1,yahoo,personal_domain,0,1,0,0
1200,3630.0,1,290,5,7,2,130.83,1,1,0,0,5,1,50,0,2,0,0,10.0,154.4,5,0,4,11,256,0,0.017241379310344827,0.08407857525032485,0,gmail,personal_domain,0,1,0,0
1201,3900.0,1,195,9,9,10,81.13,1,7,0,1,6,2,25,3,6,1,1,10.0,236.2,6,2,3,13,0,0,0.04615384615384616,0.16023665721681254,0,dupont,professional_domain,0,1,0,0
1202,2012.5,1,42,1,5,4,47.0,1,2,0,1,6,1,6,9,1,1,0,10.0,147.4,5,2,3,13,0,0,0.023809523809523808,0.2765957446808511,1,chevron,professional_domain,0,1,0,0
1203,3090.0,1,256,12,7,5,120.34,1,2,0,1,6,2,30,0,2,0,0,0.0,218.4,6,1,3,11,198,0,0.046875,0.09140767824497258,0,live,junk_domain,0,1,0,0
1204,2075.0,1,47,9,9,9,89.98,1,2,0,1,5,1,47,4,1,1,1,10.0,165.2,4,0,3,11,120,0,0.1914893617021277,0.12224938875305626,0,apple,professional_domain,0,0,1,0
1205,1469.0,1,35,3,4,4,101.43,1,1,0,0,5,2,14,8,4,1,1,10.0,130.8,5,0,3,13,0,0,0.08571428571428573,0.1281672089125505,1,ibm,professional_domain,0,0,1,0
1207,3045.0,1,194,9,7,9,56.3,1,8,0,1,5,2,9,0,2,0,0,10.0,165.2,4,0,3,11,0,0,0.04639175257731959,0.19538188277087035,1,mcdonalds,professional_domain,0,1,0,0
1208,2760.0,1,100,4,5,2,108.42,1,1,0,0,5,1,6,0,1,1,0,0.0,208.4,6,0,3,15,0,0,0.04,0.1383508577753182,1,gmail,personal_domain,0,1,0,0
1210,1630.0,1,50,7,8,6,96.97,1,0,0,1,5,1,11,5,5,1,0,0.0,136.2,4,1,3,12,491,0,0.14,0.1237496132824585,1,me,junk_domain,0,0,0,1
1211,1395.0,1,37,2,7,5,125.18,1,0,0,0,5,1,24,0,1,0,0,0.0,100.8,4,0,2,15,182,0,0.054054054054054064,0.11982744847419716,0,protonmail,personal_domain,0,0,1,0
1212,2187.5,1,66,1,5,3,54.0,1,0,0,1,5,2,12,3,2,0,0,0.0,108.9,3,1,2,17,0,0,0.015151515151515154,0.3148148148148148,1,gmail,personal_domain,0,1,0,0
1213,1700.0,1,45,2,10,10,39.96,1,2,0,1,6,1,13,0,0,0,0,10.0,108.8,3,0,3,14,0,0,0.04444444444444445,0.35035035035035034,1,homedepot,professional_domain,0,0,0,1
1214,1550.0,1,103,4,5,2,91.16,1,1,0,1,6,2,9,0,3,0,0,0.0,105.2,4,0,3,14,80,0,0.03883495145631068,0.15357612988152697,1,pg,professional_domain,0,1,0,0
1215,1550.0,1,39,4,8,4,122.0,1,1,0,1,6,1,1,1,10,0,0,10.0,121.5,4,0,2,17,176,0,0.10256410256410256,0.13934426229508196,1,amex,professional_domain,0,1,0,0
1216,1095.0,1,20,7,16,7,73.0,1,0,1,1,6,1,8,0,7,0,0,10.0,82.5,2,0,2,17,0,0,0.35,0.2328767123287671,1,gmail,personal_domain,0,0,1,0
1217,1965.0,1,95,3,7,2,111.21,1,2,0,1,5,2,6,0,5,0,0,10.0,171.4,5,1,3,15,42,0,0.03157894736842105,0.1348799568384138,1,gmail,personal_domain,0,1,0,0
1219,3480.0,1,203,6,7,2,118.62,1,1,0,1,6,1,4,0,2,1,1,10.0,183.6,5,1,4,11,42,0,0.029556650246305417,0.09273309728544933,1,gmail,personal_domain,0,1,0,0
1220,3060.0,1,127,6,6,2,80.4,1,0,0,1,6,1,4,0,1,1,1,10.0,185.2,5,1,3,12,0,0,0.047244094488188976,0.14925373134328354,1,gmail,personal_domain,0,1,0,0
1221,4350.0,1,95,4,8,9,140.4,1,1,0,0,7,1,31,4,3,1,0,10.0,255.0,9,1,4,9,190,0,0.042105263157894736,0.0641025641025641,0,unitedhealth,professional_domain,0,0,0,1
1222,1730.0,1,56,7,8,5,93.47,1,2,0,1,5,1,35,3,1,1,1,10.0,121.7,4,0,3,12,0,0,0.125,0.1283834385364288,0,gmail,personal_domain,0,0,1,0
1223,1650.0,1,69,8,5,7,140.84,1,0,0,1,5,1,5,0,3,0,0,10.0,138.3,4,1,2,16,0,0,0.11594202898550725,0.1136040897472309,1,gmail,personal_domain,0,1,0,0
1224,3900.0,1,104,5,8,2,107.5,1,4,0,1,5,2,1,7,0,0,0,10.0,206.3,5,2,4,10,634,0,0.04807692307692308,0.09302325581395347,1,yahoo,personal_domain,0,1,0,0
1227,1795.0,1,68,8,5,10,92.18,1,0,0,0,5,1,26,4,6,0,0,10.0,145.6,6,1,3,13,0,0,0.1176470588235294,0.14102842265133433,0,visa,professional_domain,0,0,1,0
1228,1735.0,1,110,5,5,2,98.14,1,1,0,1,5,1,36,4,4,0,0,10.0,143.0,5,0,3,12,0,0,0.045454545454545456,0.12227430201752597,0,chevron,professional_domain,0,0,0,1
1230,2127.0,1,214,10,7,6,85.4,1,1,0,1,5,1,1,3,0,0,0,0.0,137.2,4,0,3,14,0,0,0.04672897196261682,0.16393442622950818,1,gmail,personal_domain,0,1,0,0
1231,2422.0,1,35,1,4,1,43.0,1,2,0,1,6,1,38,0,6,0,0,10.0,153.6,5,1,3,14,0,0,0.028571428571428567,0.32558139534883723,0,intel,professional_domain,0,0,1,0
1233,1499.0,1,36,8,6,4,85.14,1,10,0,1,6,1,3,0,1,1,1,0.0,103.4,3,1,3,15,23,0,0.2222222222222222,0.17618040873854826,1,msn,junk_domain,0,1,0,0
1236,5181.0,1,92,6,9,2,116.2,1,2,0,1,6,2,3,0,2,0,0,0.0,202.0,7,1,4,12,305,0,0.06521739130434782,0.10327022375215146,1,protonmail,personal_domain,0,1,0,0
1237,5032.125,1,123,1,6,6,41.0,1,1,0,0,5,1,32,1,1,1,0,0.0,261.4,7,1,3,12,0,0,0.008130081300813009,0.2926829268292683,0,pg,professional_domain,0,0,0,1
1239,2625.0,1,54,6,8,1,74.28,0,0,0,1,6,2,9,0,2,0,0,10.0,145.0,4,0,4,12,140,0,0.1111111111111111,0.16155088852988692,1,yahoo,personal_domain,0,1,0,0
1240,2512.5,1,54,6,7,9,161.96,1,1,0,1,5,2,8,4,8,1,0,0.0,149.4,3,1,3,15,0,0,0.1111111111111111,0.09261546060755743,1,yahoo,personal_domain,0,1,0,0
1242,1655.0,1,63,8,5,10,125.5,0,1,0,1,5,2,1,0,7,0,0,10.0,139.4,5,1,3,12,0,0,0.12698412698412698,0.09561752988047807,1,unitedhealth,professional_domain,0,1,0,0
1244,3105.0,1,67,3,7,3,100.58,1,0,0,1,6,1,31,0,2,0,0,10.0,160.6,4,1,4,10,383,0,0.04477611940298507,0.0994233446013124,0,jnj,professional_domain,0,0,1,0
1245,2537.5,1,34,1,7,1,40.0,1,3,0,0,5,1,3,0,2,0,0,10.0,133.2,3,0,3,14,0,0,0.029411764705882356,0.35,1,protonmail,personal_domain,0,1,0,0
1246,1942.0,1,130,6,7,10,46.22,1,3,0,0,6,3,14,8,0,0,0,10.0,140.2,5,1,4,12,72,0,0.04615384615384616,0.2596278667243618,1,msn,junk_domain,0,1,0,0
1248,1560.0,1,43,8,6,1,78.5,0,0,0,1,5,1,35,0,3,0,0,10.0,143.0,5,1,3,13,0,0,0.18604651162790695,0.16560509554140124,0,microsoft,professional_domain,0,0,1,0
1249,2130.0,1,76,9,8,10,104.5,0,0,0,1,5,1,19,4,7,0,0,0.0,182.0,6,1,4,9,0,0,0.11842105263157895,0.0861244019138756,0,travelers,professional_domain,0,0,0,1
1250,1750.0,1,55,9,5,5,114.57,1,6,0,0,7,2,3,4,3,0,0,10.0,141.2,4,1,3,13,0,0,0.16363636363636366,0.11346774897442613,1,yahoo,personal_domain,0,1,0,0
1251,2725.5,1,49,8,6,3,132.61,1,1,0,1,5,1,5,0,2,0,0,0.0,179.7,5,1,3,12,0,0,0.16326530612244894,0.0904909132041324,1,protonmail,personal_domain,0,1,0,0
1252,1740.0,1,53,2,3,2,99.02,1,4,0,0,6,1,13,0,0,0,0,10.0,144.4,5,0,3,13,0,0,0.03773584905660377,0.1312866087659059,1,me,junk_domain,0,0,0,1
1253,1440.0,1,51,4,3,7,124.68,1,4,1,0,5,1,7,0,0,0,0,0.0,91.2,2,0,2,14,0,0,0.0784313725490196,0.1122874558870709,1,unitedhealth,professional_domain,0,1,0,0
1254,3465.0,1,85,9,8,10,141.54,1,1,0,1,6,2,9,0,2,1,1,0.0,217.2,7,1,4,8,350,0,0.10588235294117647,0.05652112477038294,1,dupont,professional_domain,0,1,0,0
1255,1890.0,1,72,9,6,2,85.29,1,0,0,1,6,2,36,0,2,1,1,0.0,143.4,4,1,3,12,0,0,0.125,0.14069644741470275,0,protonmail,personal_domain,0,0,1,0
1256,2617.5,1,95,8,5,6,114.46,1,1,0,1,6,2,52,0,7,0,0,0.0,178.9,5,1,3,11,513,0,0.08421052631578947,0.09610344225056787,0,exxon,professional_domain,0,0,1,0
1257,2518.5,1,105,7,6,3,149.0,1,2,1,1,5,2,50,0,7,0,0,10.0,217.7,9,0,3,15,430,0,0.06666666666666668,0.10067114093959732,0,yahoo,personal_domain,0,0,1,0
1258,1420.0,1,34,6,3,2,78.5,0,3,0,1,6,1,13,8,2,1,0,10.0,105.6,4,1,2,17,0,0,0.17647058823529413,0.21656050955414013,1,boeing,professional_domain,0,0,1,0
1259,1420.0,1,43,2,5,1,120.6,1,0,0,0,6,2,8,0,3,0,0,10.0,118.8,4,0,3,14,180,0,0.04651162790697674,0.11608623548922055,1,microsoft,professional_domain,0,1,0,0
1261,2660.0,1,36,1,6,3,37.0,1,0,0,0,4,2,9,4,5,1,1,10.0,114.1,4,0,3,13,0,0,0.027777777777777776,0.35135135135135137,1,nike,professional_domain,0,0,0,1
1262,1390.0,1,49,5,3,3,82.6,1,0,0,1,6,2,1,4,1,1,0,0.0,133.9,4,0,2,16,0,0,0.1020408163265306,0.19370460048426152,1,yahoo,personal_domain,0,1,0,0
1263,2120.0,1,58,8,8,5,114.69,1,1,0,1,6,2,11,0,3,0,0,0.0,176.8,5,0,3,13,0,0,0.13793103448275862,0.1133490278141076,1,nike,professional_domain,0,1,0,0
1264,4996.5,1,393,7,10,7,133.18,1,1,0,0,5,1,30,0,0,0,0,10.0,274.8,7,1,4,10,270,0,0.017811704834605598,0.07508634930169694,0,merck,professional_domain,0,1,0,0
1265,559.0,1,15,8,12,2,86.12,1,2,1,0,5,1,8,2,1,1,1,10.0,104.4,2,0,3,14,0,0,0.5333333333333333,0.16256386437529027,1,live,junk_domain,0,0,1,0
1267,3729.25,1,81,1,5,10,54.0,1,1,0,1,6,2,14,3,1,0,0,0.0,136.9,3,0,3,15,0,0,0.012345679012345678,0.2777777777777778,1,microsoft,professional_domain,0,1,0,0
1268,1410.0,1,74,8,4,3,188.38,0,2,0,1,5,1,6,0,3,1,0,0.0,86.4,2,0,3,12,0,0,0.10810810810810813,0.06370102983331563,1,protonmail,personal_domain,0,1,0,0
1270,2625.0,1,71,1,7,10,58.0,1,3,0,1,6,0,23,4,3,1,0,0.0,149.5,6,1,3,11,128,0,0.014084507042253518,0.1896551724137931,0,gmail,personal_domain,0,0,0,1
1272,1400.0,1,73,3,8,3,95.0,1,4,0,1,5,1,2,2,0,0,0,0.0,171.0,7,0,3,14,0,0,0.0410958904109589,0.14736842105263154,1,gmail,personal_domain,0,1,0,0
1275,1260.0,1,55,2,7,5,103.25,1,6,1,1,6,2,10,2,4,1,1,10.0,173.4,6,0,3,11,0,0,0.03636363636363636,0.10653753026634384,1,mcdonalds,professional_domain,0,1,0,0
1276,1069.0,1,14,4,11,7,58.7,0,1,0,0,5,1,17,2,1,1,0,0.0,129.0,4,0,2,14,0,0,0.2857142857142857,0.2385008517887564,0,disney,professional_domain,0,0,1,0
1277,1710.0,1,57,8,4,3,94.0,1,0,0,1,5,1,13,3,1,1,0,10.0,164.5,5,0,3,11,0,0,0.14035087719298245,0.11702127659574467,1,visa,professional_domain,0,0,0,1
1278,2955.0,1,111,3,8,2,102.8,1,2,0,1,4,1,6,0,3,0,0,10.0,164.6,3,1,3,12,186,0,0.027027027027027032,0.11673151750972766,1,intel,professional_domain,0,1,0,0
1279,1850.0,1,64,2,7,3,77.8,1,3,0,0,6,1,3,0,6,1,0,10.0,118.7,4,0,3,11,0,0,0.03125,0.14138817480719795,1,chevron,professional_domain,0,1,0,0
1280,2000.0,1,61,8,6,4,124.43,1,1,0,1,5,1,12,0,2,1,1,10.0,263.4,10,0,5,8,368,0,0.13114754098360654,0.06429317688660291,1,ge,for_proft_domain,0,1,0,0
1281,1610.0,1,118,3,6,8,49.0,1,2,0,0,5,2,3,2,0,0,0,10.0,166.6,5,1,2,15,0,0,0.025423728813559324,0.30612244897959184,1,gmail,personal_domain,0,1,0,0
